OrderID;OrderPriority;OrderDate;CustomerID;Country;ProductID;Category;Quantity;PricePerUnit;Payment
2401714;Regular;30.03.2024;1523122;Austria;1070681;Living;14;4;Credit Card - Mastercard
2401715;Next Day;30.03.2024;5501383;Slovenia;1021130;Kitchen;50;17.48;Direct Debit
2401716;Express;30.03.2024;5496300;Czech Republic;1008516;Living;11;9.37;Credit Card - VISA
2401717;Express;30.03.2024;1225807;Slovakia;1079177;Heating;9;4.9;Instant Bank Transfer
2401718;Regular;30.03.2024;4827555;Switzerland;1041380;Lights;21;6.17;Debit Card - Maestro
2401719;Express;30.03.2024;1448282;Austria;1041986;Bathroom;47;5.22;Debit Card - Maestro
2401720;Regular;30.03.2024;4697807;France;1094839;Bathroom;20;64.73;Advance Payment
2401720;Regular;30.03.2024;4697807;France;1026572;Living;30;45;Advance Payment
2401721;Regular;30.03.2024;2251597;Switzerland;1088895;Bathroom;42;46.59;Advance Payment
2401722;Regular;30.03.2024;5244642;Germany;1035960;Kitchen;16;10.91;Direct Debit
2401723;Next Day;30.03.2024;5531196;Belgium;1097265;Heating;22;4.81;Credit Card - Diners
2401724;Express;30.03.2024;3561412;Germany;1002386;Bathroom;15;51.94;PayPal
2401725;Express;30.03.2024;3104463;Austria;1080237;Heating;23;8.99;Advance Payment
2401726;Next Day;30.03.2024;1753057;France;1017593;Lights;43;2.89;Credit Card - Mastercard
2401727;Express;30.03.2024;3561412;Germany;1077880;Bathroom;49;4.57;PayPal
2401728;Regular;30.03.2024;3186185;Hungary;1087183;Bathroom;5;27.75;Credit Card - Diners
2401729;Next Day;31.03.2024;3186185;Hungary;1087183;Bathroom;13;27.75;Credit Card - Diners
2401730;Regular;31.03.2024;1304065;Switzerland;1017925;Heating;44;10.25;Credit Card - VISA
2401731;Regular;31.03.2024;2008209;Germany;1041577;Heating;7;8.08;Apple Pay
2401732;Next Day;31.03.2024;3570581;Czech Republic;1087957;Heating;47;2.5;Debit Card - Maestro
2401733;Regular;31.03.2024;3853521;Germany;1066918;Bathroom;1;19.99;Debit Card - Maestro
2401733;Regular;31.03.2024;5496300;Czech Republic;1061243;Lights;30;4.28;Credit Card - VISA
2401734;Next Day;31.03.2024;4834419;Germany;1095095;Kitchen;36;1.6;Credit Card - VISA
2401735;Regular;31.03.2024;4614006;Germany;1006451;Heating;11;1.25;Credit Card - Mastercard
2401735;Regular;31.03.2024;2182467;Austria;1030566;Heating;45;8.99;PayPal
2401736;Express;31.03.2024;2184720;Germany;1047130;Heating;42;5.03;Credit Card - Mastercard
2401737;Next Day;31.03.2024;5900770;France;1059554;Kitchen;44;5.06;Direct Debit
2401738;Next Day;31.03.2024;2184720;Germany;1047130;Heating;35;5.03;Credit Card - Mastercard
2401738;Next Day;31.03.2024;1448282;Austria;1041986;Bathroom;45;5.22;Debit Card - Maestro
2401739;Next Day;31.03.2024;1248399;Germany;1080039;Bathroom;38;66.27;PayPal
2401740;Regular;31.03.2024;3561412;Germany;1021862;Bathroom;43;5.47;PayPal
2401741;Express;31.03.2024;1248399;Germany;1080039;Bathroom;33;66.27;PayPal
2401742;Express;31.03.2024;2117235;Germany;1008254;Heating;13;8.99;PayPal
2401742;Express;31.03.2024;2117235;Germany;1026694;Living;49;4;PayPal
2401743;Regular;31.03.2024;2439882;Czech Republic;1040302;Living;41;19.99;Advance Payment
2401744;Next Day;01.04.2024;3732689;Germany;1038389;Bathroom;16;43.32;Credit Card - Mastercard
2401744;Next Day;01.04.2024;2439882;Czech Republic;1040302;Living;35;19.99;Advance Payment
2401745;Next Day;01.04.2024;3858002;Switzerland;1030000;Kitchen;21;2.99;Credit Card - American Express
2401745;Next Day;01.04.2024;1456935;Germany;1031264;Living;10;4.51;Apple Pay
2401746;Regular;01.04.2024;1256856;Czech Republic;1056476;Kitchen;45;7.5;Credit Card - VISA
2401747;Next Day;01.04.2024;3858002;Switzerland;1030000;Kitchen;16;2.99;Credit Card - American Express
2401748;Next Day;01.04.2024;5244642;Germany;1035960;Kitchen;19;10.91;Direct Debit
2401749;Next Day;01.04.2024;5496300;Czech Republic;1068340;Lights;21;3.37;Credit Card - VISA
2401750;Next Day;01.04.2024;1448282;Austria;1041986;Bathroom;47;5.22;Debit Card - Maestro
2401751;Regular;01.04.2024;3563733;Slovenia;1011265;Heating;29;1.99;Credit Card - Mastercard
2401752;Next Day;01.04.2024;3104463;Austria;1079248;Bathroom;8;0.99;Advance Payment
2401753;Next Day;01.04.2024;5496300;Czech Republic;1061243;Lights;31;4.28;Credit Card - VISA
2401754;Regular;01.04.2024;2439882;Czech Republic;1040302;Living;42;19.99;Advance Payment
2401755;Next Day;01.04.2024;5263774;Hungary;1068553;Lights;40;1.12;Instant Bank Transfer
2401756;Express;01.04.2024;4697807;France;1094839;Bathroom;14;64.73;Advance Payment
2401757;Regular;01.04.2024;3732689;Germany;1062130;Bathroom;39;9.2;Credit Card - Mastercard
2401758;Regular;01.04.2024;1248399;Germany;1080039;Bathroom;33;66.27;PayPal
2401759;Express;01.04.2024;1614441;Austria;1079414;Living;42;4.32;Apple Pay
2401760;Regular;01.04.2024;5496300;Czech Republic;1062897;Lights;44;8.4;Credit Card - VISA
2401761;Next Day;01.04.2024;2008209;Germany;1062829;Heating;21;8.99;Apple Pay
2401762;Next Day;01.04.2024;5496300;Czech Republic;1008516;Living;12;9.37;Credit Card - VISA
2401763;Next Day;01.04.2024;1460475;Slovenia;1076433;Lights;30;1.17;Advance Payment
2401764;Regular;01.04.2024;4439810;Austria;1091958;Heating;12;3.99;Direct Debit
2401765;Next Day;01.04.2024;4439810;Austria;1091958;Heating;16;3.99;Direct Debit
2401766;Express;01.04.2024;4439810;Austria;1053844;Kitchen;46;9.54;Direct Debit
2401767;Regular;01.04.2024;4924095;Germany;1012791;Bathroom;12;30;Credit Card - Mastercard
2401768;Express;02.04.2024;2563646;Switzerland;1088505;Heating;16;8.99;Direct Debit
2401769;Regular;02.04.2024;5900770;France;1033509;Heating;11;8.8;Direct Debit
2401770;Regular;02.04.2024;4733086;Germany;1035096;Heating;7;29.7;Direct Debit
2401771;Next Day;02.04.2024;5900770;France;1059554;Kitchen;45;5.06;Direct Debit
2401772;Regular;02.04.2024;4751989;Austria;1021108;Bathroom;8;69.55;Credit Card - Mastercard
2401773;Regular;02.04.2024;2117235;Germany;1008254;Heating;6;8.99;PayPal
2401774;Regular;02.04.2024;2484240;Switzerland;1087194;Bathroom;45;19.99;Credit Card - American Express
2401775;Regular;02.04.2024;2008209;Germany;1062829;Heating;21;8.99;Apple Pay
2401776;Next Day;02.04.2024;4439810;Austria;1053844;Kitchen;45;9.54;Direct Debit
2401777;Next Day;02.04.2024;1256856;Czech Republic;1056476;Kitchen;50;7.5;Credit Card - VISA
2401778;Next Day;02.04.2024;1256856;Czech Republic;1056476;Kitchen;53;7.5;Credit Card - VISA
2401779;Regular;02.04.2024;4827555;Switzerland;1032280;Kitchen;22;0.5;Debit Card - Maestro
2401780;Regular;02.04.2024;5560894;Switzerland;1087262;Kitchen;19;6.79;Advance Payment
2401781;Regular;02.04.2024;5560894;Switzerland;1087262;Kitchen;14;6.79;Advance Payment
2401782;Regular;02.04.2024;1167101;Austria;1033872;Kitchen;33;0.49;Credit Card - VISA
2401783;Regular;03.04.2024;5493994;Germany;1049542;Kitchen;24;5.09;Direct Debit
2401784;Next Day;03.04.2024;1558290;Switzerland;1044686;Lights;46;0.7;PayPal
2401785;Next Day;03.04.2024;1460475;Slovenia;1011353;Living;7;6.5;Advance Payment
2401786;Next Day;03.04.2024;5560894;Switzerland;1087262;Kitchen;14;6.79;Advance Payment
2401787;Express;03.04.2024;4391335;Germany;1004371;Bathroom;33;1.61;Credit Card - Mastercard
2401788;Regular;03.04.2024;4391335;Germany;1004371;Bathroom;37;1.61;Credit Card - Mastercard
2401789;Express;03.04.2024;4391335;Germany;1060536;Living;46;4;Credit Card - Mastercard
2401789;Express;03.04.2024;1614441;Austria;1079414;Living;47;4.32;Apple Pay
2401790;Regular;03.04.2024;4724615;Slovakia;1086222;Bathroom;41;5.63;Credit Card - Diners
2401791;Next Day;03.04.2024;1167101;Austria;1033872;Kitchen;41;0.49;Credit Card - VISA
2401792;Next Day;03.04.2024;4751989;Austria;1021108;Bathroom;6;69.55;Credit Card - Mastercard
2401793;Regular;03.04.2024;4724615;Slovakia;1037903;Kitchen;26;1.49;Credit Card - Diners
2401794;Next Day;03.04.2024;2522859;Switzerland;1012043;Kitchen;10;5.26;Direct Debit
2401795;Express;03.04.2024;2667131;Austria;1075255;Bathroom;33;5.16;PayPal
2401796;Regular;03.04.2024;4706555;Austria;1082569;Bathroom;53;15.66;PayPal
2401796;Regular;03.04.2024;4706555;Austria;1026825;Kitchen;22;5.96;PayPal
2401797;Regular;03.04.2024;3462653;Slovenia;1029943;Bathroom;6;56.2;Instant Bank Transfer
2401798;Regular;03.04.2024;4391335;Germany;1055043;Bathroom;37;15.1;Credit Card - Mastercard
2401799;Next Day;03.04.2024;3809256;Germany;1051855;Bathroom;33;54.11;Advance Payment
2401800;Next Day;04.04.2024;4391335;Germany;1060536;Living;48;4;Credit Card - Mastercard
2401801;Regular;04.04.2024;4391335;Germany;1097265;Heating;6;4.81;Credit Card - Mastercard
2401802;Regular;04.04.2024;4391335;Germany;1060536;Living;42;4;Credit Card - Mastercard
2401803;Next Day;04.04.2024;1256856;Czech Republic;1056476;Kitchen;43;7.5;Credit Card - VISA
2401804;Express;04.04.2024;1256856;Czech Republic;1056476;Kitchen;45;7.5;Credit Card - VISA
2401805;Regular;04.04.2024;2198900;France;1022927;Heating;11;8.99;Direct Debit
2401806;Express;04.04.2024;1614441;Austria;1094839;Bathroom;23;64.73;Apple Pay
2401807;Regular;04.04.2024;1312747;Germany;1000768;Heating;15;8.08;Credit Card - Diners
2401808;Express;04.04.2024;1460475;Slovenia;1076433;Lights;35;1.17;Advance Payment
2401809;Next Day;04.04.2024;5921113;Germany;1048586;Kitchen;43;5.86;Debit Card - Maestro
2401810;Express;04.04.2024;4391335;Germany;1060536;Living;44;4;Credit Card - Mastercard
2401811;Next Day;04.04.2024;3809256;Germany;1016366;Bathroom;33;13.99;Advance Payment
2401812;Regular;04.04.2024;4024038;Belgium;1072017;Heating;14;49;Credit Card - VISA
2401812;Regular;04.04.2024;4024038;Belgium;1077175;Kitchen;9;1.3;Credit Card - VISA
2401813;Regular;04.04.2024;5949069;Austria;1071975;Heating;30;1.99;Credit Card - VISA
2401814;Regular;04.04.2024;2078348;Austria;1070938;Living;24;4;Credit Card - VISA
2401815;Regular;04.04.2024;4220310;Austria;1076006;Kitchen;13;0.99;PayPal
2401816;Regular;04.04.2024;1146414;Slovakia;1079589;Bathroom;43;5.72;Direct Debit
2401816;Regular;04.04.2024;1481785;Germany;1089313;Kitchen;48;2.99;Credit Card - VISA
2401817;Next Day;04.04.2024;3616162;Germany;1088207;Bathroom;51;14.48;Credit Card - VISA
2401818;Express;04.04.2024;1312747;Germany;1046115;Bathroom;29;8.49;Credit Card - Diners
2401819;Express;04.04.2024;4024038;Belgium;1072017;Heating;12;49;Credit Card - VISA
2401820;Regular;04.04.2024;4363725;Belgium;1007495;Heating;39;28.14;Credit Card - American Express
2401821;Next Day;05.04.2024;4706555;Austria;1021130;Kitchen;20;17.48;PayPal
2401822;Regular;05.04.2024;5921113;Germany;1048586;Kitchen;44;5.86;Debit Card - Maestro
2401823;Express;05.04.2024;1989212;Germany;1071714;Bathroom;52;4.5;Debit Card - Maestro
2401824;Regular;05.04.2024;3963300;Germany;1023381;Heating;54;4.2;PayPal
2401825;Express;05.04.2024;4557169;Belgium;1042137;Living;24;19.99;Credit Card - VISA
2401825;Express;05.04.2024;4557169;Belgium;1003888;Living;6;4;Credit Card - VISA
2401826;Express;05.04.2024;4055677;Germany;1041830;Bathroom;46;24.49;Advance Payment
2401826;Express;05.04.2024;4055677;Germany;1033509;Heating;44;8.8;Advance Payment
2401827;Regular;05.04.2024;2841729;Germany;1054252;Heating;30;6.5;Direct Debit
2401827;Regular;05.04.2024;2841729;Germany;1080460;Heating;24;3.3;Direct Debit
2401828;Regular;05.04.2024;5106639;Austria;1025393;Living;45;8.64;Credit Card - VISA
2401829;Next Day;05.04.2024;2841729;Germany;1002386;Bathroom;20;51.94;Direct Debit
2401830;Express;05.04.2024;4024038;Belgium;1077175;Kitchen;18;1.3;Credit Card - VISA
2401831;Express;05.04.2024;5355536;Czech Republic;1068169;Bathroom;21;26;Credit Card - VISA
2401832;Regular;05.04.2024;4391335;Germany;1055043;Bathroom;42;15.1;Credit Card - Mastercard
2401833;Express;05.04.2024;2442600;Austria;1020309;Kitchen;16;2.04;PayPal
2401834;Regular;05.04.2024;4557169;Belgium;1042137;Living;15;19.99;Credit Card - VISA
2401835;Regular;05.04.2024;4557169;Belgium;1042137;Living;23;19.99;Credit Card - VISA
2401836;Express;05.04.2024;4751989;Austria;1035970;Heating;20;4.2;Credit Card - Mastercard
2401837;Express;05.04.2024;4405679;Germany;1027141;Bathroom;32;4.98;Instant Bank Transfer
2401838;Next Day;05.04.2024;1033547;Austria;1041577;Heating;13;8.08;Direct Debit
2401839;Regular;06.04.2024;2998709;Germany;1080117;Living;9;8.22;PayPal
2401840;Express;06.04.2024;5106639;Austria;1020707;Kitchen;1;0.49;Credit Card - VISA
2401841;Regular;06.04.2024;4024038;Belgium;1077175;Kitchen;19;1.3;Credit Card - VISA
2401842;Regular;06.04.2024;3963300;Germany;1020150;Lights;41;0.71;PayPal
2401843;Next Day;06.04.2024;2998709;Germany;1032774;Heating;33;5;PayPal
2401844;Regular;06.04.2024;1146414;Slovakia;1079589;Bathroom;48;5.72;Direct Debit
2401845;Regular;06.04.2024;4688482;Austria;1088768;Bathroom;11;5.48;PayPal
2401846;Regular;06.04.2024;2216679;Slovenia;1034143;Kitchen;8;2.99;Debit Card - Maestro
2401847;Express;06.04.2024;2078348;Austria;1085341;Lights;50;1.01;Credit Card - VISA
2401848;Express;06.04.2024;2868042;Czech Republic;1085967;Lights;19;6.57;Credit Card - Mastercard
2401849;Regular;06.04.2024;2841729;Germany;1002386;Bathroom;16;51.94;Direct Debit
2401850;Regular;06.04.2024;2602125;Switzerland;1082439;Bathroom;14;7.78;Credit Card - VISA
2401851;Next Day;06.04.2024;3174127;Belgium;1051892;Heating;49;14.7;Debit Card - Maestro
2401852;Express;06.04.2024;1372210;Czech Republic;1068340;Lights;12;3.37;Advance Payment
2401853;Regular;06.04.2024;4439810;Austria;1094891;Kitchen;45;5.67;Direct Debit
2401854;Express;06.04.2024;1146414;Slovakia;1079589;Bathroom;43;5.72;Direct Debit
2401855;Regular;06.04.2024;4557169;Belgium;1003888;Living;1;4;Credit Card - VISA
2401856;Next Day;06.04.2024;1033547;Austria;1041577;Heating;13;8.08;Direct Debit
2401857;Regular;06.04.2024;1306970;Austria;1023540;Bathroom;5;69.64;Apple Pay
2401858;Express;06.04.2024;2078348;Austria;1085341;Lights;42;1.01;Credit Card - VISA
2401859;Next Day;07.04.2024;3174127;Belgium;1051892;Heating;52;14.7;Debit Card - Maestro
2401860;Next Day;07.04.2024;3987416;Czech Republic;1065542;Kitchen;33;1.49;Credit Card - Mastercard
2401861;Regular;07.04.2024;2934812;Slovenia;1052551;Bathroom;31;43.57;PayPal
2401862;Regular;07.04.2024;4290366;Switzerland;1061243;Lights;24;4.28;Debit Card - Maestro
2401863;Next Day;07.04.2024;3987416;Czech Republic;1065542;Kitchen;33;1.49;Credit Card - Mastercard
2401864;Regular;07.04.2024;3561412;Germany;1066579;Bathroom;35;2.85;PayPal
2401865;Next Day;07.04.2024;5531196;Belgium;1039963;Kitchen;20;6.66;Credit Card - Diners
2401866;Regular;07.04.2024;2349230;Austria;1053407;Heating;40;30.06;PayPal
2401866;Regular;07.04.2024;2349230;Austria;1061581;Lights;11;10.05;PayPal
2401867;Regular;07.04.2024;1589882;Switzerland;1047036;Bathroom;31;4.08;Advance Payment
2401868;Next Day;07.04.2024;4557169;Belgium;1003888;Living;1;4;Credit Card - VISA
2401869;Next Day;07.04.2024;2931813;Germany;1026603;Bathroom;7;30;PayPal
2401870;Next Day;07.04.2024;1067845;Austria;1064480;Kitchen;15;6.65;Advance Payment
2401871;Express;07.04.2024;2078348;Austria;1085341;Lights;45;1.01;Credit Card - VISA
2401872;Next Day;08.04.2024;3346172;Germany;1038389;Bathroom;25;43.32;Direct Debit
2401873;Next Day;08.04.2024;2931813;Germany;1026603;Bathroom;7;30;PayPal
2401874;Express;08.04.2024;4358768;Italy;1044686;Lights;1;0.7;Debit Card - Maestro
2401875;Regular;08.04.2024;3174127;Belgium;1057502;Bathroom;46;13.22;Debit Card - Maestro
2401876;Express;08.04.2024;1753057;France;1051787;Lights;5;5.74;Credit Card - Mastercard
2401877;Regular;08.04.2024;3346172;Germany;1038389;Bathroom;32;43.32;Direct Debit
2401878;Regular;08.04.2024;1589882;Switzerland;1047036;Bathroom;31;4.08;Advance Payment
2401879;Next Day;08.04.2024;1589882;Switzerland;1047036;Bathroom;31;4.08;Advance Payment
2401880;Express;08.04.2024;1506887;Germany;1071714;Bathroom;5;4.5;Debit Card - Maestro
2401881;Next Day;08.04.2024;1506887;Germany;1071714;Bathroom;6;4.5;Debit Card - Maestro
2401882;Express;08.04.2024;2934812;Slovenia;1052551;Bathroom;21;43.57;PayPal
2401883;Regular;08.04.2024;3842528;Switzerland;1036901;Living;3;4;Advance Payment
2401884;Next Day;08.04.2024;2764116;Hungary;1020632;Kitchen;35;1.71;Credit Card - VISA
2401885;Regular;08.04.2024;3987416;Czech Republic;1065542;Kitchen;28;1.49;Credit Card - Mastercard
2401886;Express;08.04.2024;1510917;Austria;1098180;Lights;42;5.14;Credit Card - Mastercard
2401887;Next Day;08.04.2024;5697916;Germany;1090329;Bathroom;4;54.31;Debit Card - Maestro
2401888;Next Day;08.04.2024;2302108;Germany;1097880;Lights;9;7.49;Debit Card - Maestro
2401889;Regular;08.04.2024;3685783;Switzerland;1075408;Heating;38;0.99;Credit Card - Diners
2401890;Express;08.04.2024;2015850;Germany;1091958;Heating;41;3.99;Credit Card - Mastercard
2401891;Regular;08.04.2024;3685783;Switzerland;1071802;Kitchen;5;5.21;Credit Card - Diners
2401892;Express;08.04.2024;4488344;Switzerland;1084198;Kitchen;16;19.99;Credit Card - Mastercard
2401893;Regular;08.04.2024;2078348;Austria;1085341;Lights;41;1.01;Credit Card - VISA
2401894;Express;08.04.2024;4791367;Switzerland;1089538;Lights;3;1.2;Debit Card - Maestro
2401895;Express;08.04.2024;4358768;Italy;1044686;Lights;1;0.7;Debit Card - Maestro
2401896;Express;08.04.2024;3616162;Germany;1036599;Kitchen;1;1.22;Credit Card - VISA
2401897;Express;08.04.2024;4358768;Italy;1044686;Lights;4;0.7;Debit Card - Maestro
2401898;Express;08.04.2024;3525063;Switzerland;1096534;Living;31;1.99;Credit Card - VISA
2401899;Express;09.04.2024;2825752;Austria;1051787;Lights;26;5.74;Credit Card - Mastercard
2401900;Express;09.04.2024;1885769;Slovakia;1082220;Lights;36;5.77;Advance Payment
2401901;Express;09.04.2024;2472373;Czech Republic;1034505;Kitchen;20;8.09;Credit Card - Mastercard
2401902;Express;09.04.2024;2472373;Czech Republic;1034505;Kitchen;26;8.09;Credit Card - Mastercard
2401903;Regular;09.04.2024;1361284;France;1012827;Bathroom;37;7.17;Apple Pay
2401904;Next Day;09.04.2024;1960495;Germany;1044686;Lights;41;0.7;Direct Debit
2401905;Regular;09.04.2024;2078348;Austria;1065187;Bathroom;36;69;Credit Card - VISA
2401906;Next Day;09.04.2024;2916455;France;1033123;Bathroom;30;4.62;Direct Debit
2401907;Regular;09.04.2024;2330930;Austria;1051516;Heating;38;8.59;Direct Debit
2401907;Regular;09.04.2024;2241455;Austria;1028862;Lights;20;5.37;Instant Bank Transfer
2401908;Regular;09.04.2024;1361284;France;1034135;Kitchen;18;2.17;Apple Pay
2401909;Express;09.04.2024;5697916;Germany;1090329;Bathroom;7;54.31;Debit Card - Maestro
2401910;Regular;09.04.2024;3987416;Czech Republic;1066409;Lights;27;3.12;Credit Card - Mastercard
2401911;Regular;09.04.2024;4439810;Austria;1094891;Kitchen;40;5.67;Direct Debit
2401912;Express;09.04.2024;1306970;Austria;1048163;Kitchen;6;16.87;Apple Pay
2401913;Express;09.04.2024;2396211;Germany;1096158;Bathroom;26;36.09;Apple Pay
2401914;Regular;09.04.2024;2330930;Austria;1061519;Bathroom;1;58.95;Direct Debit
2401915;Express;09.04.2024;2937727;Austria;1033123;Bathroom;52;4.62;Credit Card - Mastercard
2401916;Next Day;09.04.2024;1321096;Germany;1082636;Kitchen;32;4.96;Credit Card - VISA
2401917;Express;09.04.2024;1095936;Austria;1048018;Heating;45;17.85;Direct Debit
2401918;Regular;09.04.2024;1701808;Hungary;1097246;Lights;44;1.92;Direct Debit
2401919;Regular;09.04.2024;5900770;France;1080098;Kitchen;34;2;Direct Debit
2401920;Next Day;09.04.2024;4791367;Switzerland;1089538;Lights;2;1.2;Debit Card - Maestro
2401921;Next Day;09.04.2024;2396211;Germany;1062895;Bathroom;29;70.2;Apple Pay
2401922;Express;10.04.2024;4713383;Austria;1072150;Bathroom;52;56.2;Debit Card - Maestro
2401922;Express;10.04.2024;4713383;Austria;1039048;Kitchen;6;5.35;Debit Card - Maestro
2401923;Next Day;10.04.2024;2948995;Austria;1026538;Living;54;19.99;Credit Card - VISA
2401924;Next Day;10.04.2024;1885769;Slovakia;1006491;Heating;7;6.13;Advance Payment
2401925;Regular;10.04.2024;4724673;Germany;1042879;Heating;37;14.52;Instant Bank Transfer
2401926;Regular;10.04.2024;4724673;Germany;1042879;Heating;33;14.52;Instant Bank Transfer
2401927;Regular;10.04.2024;1523119;Germany;1020309;Kitchen;37;2.04;Advance Payment
2401928;Regular;10.04.2024;4021913;Switzerland;1037383;Heating;24;8.99;Credit Card - Mastercard
2401929;Express;10.04.2024;2428133;Germany;1059391;Bathroom;52;54.12;Debit Card - Maestro
2401930;Regular;10.04.2024;2062568;Czech Republic;1067782;Living;22;7.28;Direct Debit
2401931;Next Day;10.04.2024;4021913;Switzerland;1037383;Heating;30;8.99;Credit Card - Mastercard
2401932;Regular;10.04.2024;4021913;Switzerland;1037383;Heating;22;8.99;Credit Card - Mastercard
2401933;Regular;10.04.2024;1960495;Germany;1044686;Lights;37;0.7;Direct Debit
2401934;Next Day;10.04.2024;3082161;Austria;1073563;Bathroom;35;6.27;Debit Card - Maestro
2401935;Express;10.04.2024;3842528;Switzerland;1036901;Living;1;4;Advance Payment
2401936;Express;10.04.2024;3842528;Switzerland;1036901;Living;7;4;Advance Payment
2401937;Express;10.04.2024;1885769;Slovakia;1006491;Heating;2;6.13;Advance Payment
2401938;Regular;10.04.2024;2982016;Germany;1078300;Kitchen;30;0.88;Credit Card - Mastercard
2401939;Next Day;10.04.2024;4439810;Austria;1078835;Kitchen;25;0.95;Direct Debit
2401940;Next Day;10.04.2024;2216679;Slovenia;1034143;Kitchen;9;2.99;Debit Card - Maestro
2401941;Express;10.04.2024;5022190;Germany;1091282;Heating;37;7.69;Credit Card - Mastercard
2401942;Regular;10.04.2024;4769356;Slovenia;1003669;Kitchen;28;5.83;Credit Card - Mastercard
2401943;Next Day;10.04.2024;4202279;Germany;1098521;Kitchen;12;6.72;Credit Card - Mastercard
2401944;Express;10.04.2024;2330930;Austria;1061519;Bathroom;3;58.95;Direct Debit
2401945;Express;11.04.2024;3558548;Slovenia;1082414;Bathroom;27;58.72;Direct Debit
2401946;Express;11.04.2024;4202279;Germany;1098521;Kitchen;11;6.72;Credit Card - Mastercard
2401947;Next Day;11.04.2024;4012597;France;1060366;Heating;1;8.99;PayPal
2401948;Next Day;11.04.2024;4012597;France;1060366;Heating;2;8.99;PayPal
2401949;Next Day;11.04.2024;5263774;Hungary;1085522;Heating;1;14.7;Instant Bank Transfer
2401950;Next Day;11.04.2024;1512616;Switzerland;1073417;Heating;38;2.38;PayPal
2401951;Regular;11.04.2024;1112727;Austria;1031178;Living;32;9.69;Credit Card - VISA
2401952;Next Day;11.04.2024;4316332;Germany;1068263;Heating;23;28.06;Credit Card - Mastercard
2401953;Express;11.04.2024;1523119;Germany;1020309;Kitchen;32;2.04;Advance Payment
2401954;Next Day;11.04.2024;3853521;Germany;1002900;Lights;15;2.64;Debit Card - Maestro
2401955;Regular;12.04.2024;2967411;Austria;1094670;Bathroom;31;5;Debit Card - Maestro
2401956;Express;12.04.2024;2272034;Switzerland;1073813;Kitchen;34;0.5;Apple Pay
2401957;Regular;12.04.2024;3525063;Switzerland;1010893;Heating;28;8.08;Credit Card - VISA
2401958;Next Day;12.04.2024;5727621;Austria;1097265;Heating;41;4.81;Credit Card - American Express
2401959;Regular;12.04.2024;2948995;Austria;1065950;Lights;48;0.7;Credit Card - VISA
2401960;Express;12.04.2024;3057436;Austria;1041456;Bathroom;27;7.29;Instant Bank Transfer
2401961;Regular;12.04.2024;3525063;Switzerland;1009439;Kitchen;38;17.08;Credit Card - VISA
2401962;Regular;12.04.2024;1512616;Switzerland;1073417;Heating;29;2.38;PayPal
2401963;Express;12.04.2024;3236348;Slovakia;1012790;Heating;27;4.2;Advance Payment
2401964;Regular;12.04.2024;4012597;France;1060366;Heating;7;8.99;PayPal
2401965;Next Day;12.04.2024;2827480;Hungary;1049133;Lights;34;0.7;Apple Pay
2401966;Express;12.04.2024;4700999;Austria;1087430;Lights;1;0.96;PayPal
2401967;Express;12.04.2024;2272034;Switzerland;1073813;Kitchen;36;0.5;Apple Pay
2401968;Regular;12.04.2024;2272034;Switzerland;1073813;Kitchen;39;0.5;Apple Pay
2401969;Express;12.04.2024;4582704;Germany;1018980;Lights;16;3.14;Debit Card - Maestro
2401970;Regular;12.04.2024;2562280;Czech Republic;1013814;Heating;16;5;PayPal
2401971;Regular;12.04.2024;4582704;Germany;1018980;Lights;9;3.14;Debit Card - Maestro
2401972;Regular;12.04.2024;3937891;Germany;1080152;Heating;35;6.5;Debit Card - Maestro
2401973;Express;12.04.2024;2562280;Czech Republic;1019203;Heating;19;13.99;PayPal
2401974;Next Day;12.04.2024;4105405;Austria;1037887;Heating;23;8.99;Debit Card - Maestro
2401975;Express;12.04.2024;1321096;Germany;1088768;Bathroom;50;5.48;Credit Card - VISA
2401976;Regular;12.04.2024;4046070;Germany;1026771;Living;35;5.49;Credit Card - Mastercard
2401977;Next Day;12.04.2024;2562280;Czech Republic;1000512;Heating;47;1.99;PayPal
2401978;Next Day;12.04.2024;2967411;Austria;1094670;Bathroom;28;5;Debit Card - Maestro
2401979;Next Day;13.04.2024;2925840;Switzerland;1088002;Bathroom;12;57.38;Credit Card - Mastercard
2401980;Regular;13.04.2024;4534682;Switzerland;1090592;Bathroom;38;42.52;Credit Card - Mastercard
2401981;Next Day;13.04.2024;3525063;Switzerland;1009439;Kitchen;30;17.08;Credit Card - VISA
2401982;Express;13.04.2024;3057436;Austria;1041456;Bathroom;20;7.29;Instant Bank Transfer
2401982;Express;13.04.2024;4323539;Switzerland;1030338;Bathroom;15;7.01;Direct Debit
2401983;Next Day;13.04.2024;4582704;Germany;1018980;Lights;10;3.14;Debit Card - Maestro
2401984;Regular;13.04.2024;4639010;Italy;1053844;Kitchen;44;9.54;PayPal
2401985;Next Day;13.04.2024;1553973;Austria;1039229;Lights;30;0.7;Debit Card - Maestro
2401986;Next Day;13.04.2024;4534682;Switzerland;1090592;Bathroom;34;42.52;Credit Card - Mastercard
2401987;Next Day;13.04.2024;2282038;Germany;1064922;Bathroom;44;7.58;Credit Card - VISA
2401988;Express;13.04.2024;3178897;France;1041986;Bathroom;19;35;PayPal
2401989;Next Day;13.04.2024;4105405;Austria;1037887;Heating;20;8.99;Debit Card - Maestro
